"11","Security weakness in popular VPN clients #Cybersecurity #Cyber",FALSE,0,NA,2019-04-16 09:29:12,FALSE,NA,"1118083914839613440",NA,"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>","vijayakumar",0,FALSE,FALSE,NA,NA
"12","@Nordson_Corp Industrial Coating debuts #Wisdom #smart #connected platform designed for the factory of the future…",FALSE,0,"Nordson_Corp",2019-04-16 09:27:57,TRUE,NA,"1118083599457067008","136389852","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","AnnaRibeiro9",0,FALSE,FALSE,NA,NA
"13","The use of a tried and true password is not dead and may be dead for a while. Even if biometrics and other forms of…",FALSE,0,NA,2019-04-16 09:27:49,TRUE,NA,"1118083566351597568",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","VPNbasic",0,FALSE,FALSE,NA,NA
"14","#Cybersecurity is often misunderstood by business leaders and decision makers. @rshevlin has highlighted 5 myths th…",FALSE,0,NA,2019-04-16 09:27:15,TRUE,NA,"1118083422507995143",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","VacancyDatabase",1,FALSE,FALSE,NA,NA
"15","@Nordson_Corp Industrial Coating debuts #Wisdom smart connected platform designed for the factory of the future…",FALSE,0,"Nordson_Corp",2019-04-16 09:26:14,TRUE,NA,"1118083165141094405","136389852","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","IoTInnovator",0,FALSE,FALSE,NA,NA
"16","Check out our feedback from clients, consumers and employees for the last 6 months of our last trading year, excell…",FALSE,0,NA,2019-04-16 09:25:27,TRUE,NA,"1118082967270842368",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","hacklesecurity",0,FALSE,FALSE,NA,NA
"17","Contact Arrakis for your confidential needs. Microsoft: Email Content Exposed in Customer Support Hack…",FALSE,0,NA,2019-04-16 09:25:26,TRUE,NA,"1118082965626589184",NA,"<a href=\"https://zapier.com/\" rel=\"nofollow\">Zapier.com</a>","ArrakisConsult",0,FALSE,FALSE,NA,NA
"18","#️Mastercard gives #commercialcard-holder more insight into #Amazon #Business purchases",FALSE,0,NA,2019-04-16 09:25:05,TRUE,NA,"1118082878338998273",NA,"<a href=\"https://crowdfireapp.com\" rel=\"nofollow\">Crowdfire App</a>","NeiraOsci",0,FALSE,FALSE,NA,NA
"19","58 #Women In #Cybersecurity To #Follow On Twitter, And More Names On The Way",FALSE,0,NA,2019-04-16 09:25:02,FALSE,NA,"1118082862627139584",NA,"<a href=\"https://buffer.com\" rel=\"nofollow\">Buffer</a>","CyberHunterIO",0,FALSE,FALSE,NA,NA
"20","#CyberSecurity #Hacker Kingpin: How One Hacker Took Over the Billion-Dollar Cybercrime Underground -",FALSE,0,NA,2019-04-16 09:25:01,FALSE,NA,"1118082861976956928",NA,"<a href=\"http://www.tobem.com/cyberwar\" rel=\"nofollow\">CyberDomain</a>","CyberDomain",0,FALSE,FALSE,NA,NA
"21","Cyber security – should your business be worried? | From SMEs to big corporates, every business relies on computers…",FALSE,0,NA,2019-04-16 09:25:00,TRUE,NA,"1118082855068938240",NA,"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>","BWCsouthwest",0,FALSE,FALSE,NA,NA
"22","Is your business looking to run regular vulnerability assessments or penetration tests against internal and/or exte…",FALSE,0,NA,2019-04-16 09:24:56,TRUE,NA,"1118082839529050112",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","TeraByteITLtd",0,FALSE,FALSE,NA,NA
"23","The shift to #Cloud seems to be a foregone conclusion, yet the migration to #CloudComputing is accelerating and get…",FALSE,1,NA,2019-04-16 09:24:01,TRUE,NA,"1118082610494881792",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","StarkDigitalBiz",1,FALSE,FALSE,NA,NA
"24","The latest Your Trusted Source For The Latest Cyber Security News! #cybersecurity #infosec",FALSE,0,NA,2019-04-16 09:23:04,FALSE,NA,"1118082369259483136",NA,"<a href=\"https://paper.li\" rel=\"nofollow\">Paper.li</a>","mrseankelley",0,FALSE,FALSE,NA,NA
"25","How deception can combat the cybersecurity threat to medical devices: @AttivoNetworks…",FALSE,0,NA,2019-04-16 09:22:55,TRUE,NA,"1118082333515689985",NA,"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>","digihealthnews",0,FALSE,FALSE,NA,NA
"26","On the heels of the PACTE Act permitting insurance companies to invest in cryptocurrencies France now declares its…",FALSE,0,NA,2019-04-16 09:21:37,TRUE,NA,"1118082004476542976",NA,"<a href=\"http://www.linkedin.com/\" rel=\"nofollow\">LinkedIn</a>","danhydeslaw",0,FALSE,FALSE,NA,NA
"27","Former Volkswagen CEO charged with fraud in Germany via @ansonmccade #technology #TechNews…",FALSE,0,NA,2019-04-16 09:21:02,TRUE,NA,"1118081856384184321",NA,"<a href=\"https://buffer.com\" rel=\"nofollow\">Buffer</a>","AnsonMcCade",0,FALSE,FALSE,NA,NA
"28","'The new European #CyberSecurity competence centre and network' Briefing via @EP_ThinkTank",FALSE,0,NA,2019-04-16 09:20:39,FALSE,NA,"1118081760024256512",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","SafeGov",0,FALSE,FALSE,NA,NA
"29","What is CoinCheckup? CoinMarketCap Alternative or Not? | Link: #blockchain…",FALSE,0,NA,2019-04-16 09:20:33,TRUE,NA,"1118081735424643073",NA,"<a href=\"https://www.doronize.com.ng\" rel=\"nofollow\">henrykene</a>","CryptoStaunch",1,FALSE,FALSE,NA,NA
"30","9 Cyber Threats That Will Impact Business by 2021 Is Your Organization Prepared? @digitalcloudgal @evanderburg…",FALSE,0,NA,2019-04-16 09:20:10,TRUE,NA,"1118081640113348609",NA,"<a href=\"https://www.hootsuite.com\" rel=\"nofollow\">Hootsuite Inc.</a>","AghiathChbib",0,FALSE,FALSE,NA,NA
"31","🔐Our partner @IBM has revealed in the 4th IBM Cybersecurity Survey how unprepared companies are for a #cyberattack.…",FALSE,0,NA,2019-04-16 09:20:05,TRUE,NA,"1118081618957275136",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","SunEvoTech",0,FALSE,FALSE,NA,NA
"32","Could we one day escape the password forever? There's the annoying rules we're told to follow. There's so many of t…",FALSE,0,NA,2019-04-16 09:19:14,TRUE,NA,"1118081406180184064",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","PasswordMunkey",0,FALSE,FALSE,NA,NA
"33","IT outsourcing giant Wipro has suffered a major breach of its systems following what it described as an “advanced”…",FALSE,0,NA,2019-04-16 09:19:03,TRUE,NA,"1118081359623479297",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","CBRReynolds",0,FALSE,FALSE,NA,NA
"34","Netherlands Task Force To Probe 5G Security Amid Huawei Furore #CISO #CyberSecurity…",FALSE,0,NA,2019-04-16 09:18:43,TRUE,NA,"1118081274227429376",NA,"<a href=\"https://www.hootsuite.com\" rel=\"nofollow\">Hootsuite Inc.</a>","inspiredBmedia",0,FALSE,FALSE,NA,NA
"35","A new DDoS technique abuses HTML5 Hyperlink Audit Ping in massive attacks #CyberSecurity #HTML #cyberattacks",FALSE,0,NA,2019-04-16 09:17:47,FALSE,NA,"1118081040608899072",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","nlawarp",1,FALSE,FALSE,NA,NA
"36","Netherlands Task Force To Probe 5G Security Amid Huawei Furore #CIO #CyberSecurity…",FALSE,0,NA,2019-04-16 09:17:34,TRUE,NA,"1118080984325480448",NA,"<a href=\"https://www.hootsuite.com\" rel=\"nofollow\">Hootsuite Inc.</a>","cioinspired",0,FALSE,FALSE,NA,NA
"37","#CyberSecurity #Hacker The Evolution of Cyber War: International Norms for Emerging-Technology Weapons -",FALSE,0,NA,2019-04-16 09:17:03,FALSE,NA,"1118080853861703680",NA,"<a href=\"http://www.tobem.com/cyberwar\" rel=\"nofollow\">CyberDomain</a>","CyberDomain",1,FALSE,FALSE,NA,NA
"39","'How quickly would you identify an ongoing cyber attack on your organisation?' If you are unable to identify the…",FALSE,0,NA,2019-04-16 09:17:01,TRUE,NA,"1118080847498948609",NA,"<a href=\"http://www.hubspot.com/\" rel=\"nofollow\">HubSpot</a>","CharterhouseUK",1,FALSE,FALSE,NA,NA
"40","35th International Workshop on Global Security #CyberIWGS #paris #globalsecurity #CyberSecurity",FALSE,0,NA,2019-04-16 09:17:00,FALSE,NA,"1118080843992436736",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","pellegrinuzzi",0,FALSE,FALSE,NA,NA
"41","Great presentation yesterday at the IDC Riyadh event from Tripwire's Yousif Yousif! #cybersecurity",FALSE,1,NA,2019-04-16 09:16:01,FALSE,NA,"1118080597199507456",NA,"<a href=\"http://www.linkedin.com/\" rel=\"nofollow\">LinkedIn</a>","pjnorris",1,FALSE,FALSE,NA,NA
"42","The Independent: Trump 'yells at TV while dining on chicken and burgers with Pence'.",FALSE,1,NA,2019-04-16 09:15:16,TRUE,NA,"1118080406664822784",NA,"<a href=\"http://www.linkedin.com/\" rel=\"nofollow\">LinkedIn</a>","malikanura876",1,FALSE,FALSE,NA,NA
"43","No discussion of the cyber security regulatory environment would be complete without mentioning ‘#GDPR’ – read our…",FALSE,0,NA,2019-04-16 09:15:13,TRUE,NA,"1118080394560192513",NA,"<a href=\"https://www.hootsuite.com\" rel=\"nofollow\">Hootsuite Inc.</a>","Aon_UK",3,FALSE,FALSE,NA,NA
"44","#Hotmail, #MSN and #Outlook emails exposed to #hackers for months, #Microsoft reveals",FALSE,0,NA,2019-04-16 09:15:13,TRUE,NA,"1118080394404872194",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Video_Forensics",0,FALSE,FALSE,NA,NA
"45","#Google is making it easier for #AI developers to keep users’ data private",FALSE,1,NA,2019-04-16 09:15:13,TRUE,NA,"1118080392391725056",NA,"<a href=\"https://www.hootsuite.com\" rel=\"nofollow\">Hootsuite Inc.</a>","karolina_kurzac",0,FALSE,FALSE,NA,NA
"46","How botnets pose a threat to the IoT ecosystem | @ComputerWeekly #IoT #ConnectedDevices…",FALSE,0,NA,2019-04-16 09:15:04,TRUE,NA,"1118080357042139136",NA,"<a href=\"https://www.hootsuite.com\" rel=\"nofollow\">Hootsuite Inc.</a>","Bluegrass_IT",1,FALSE,FALSE,NA,NA
"47","The @DCMS has proposed the formation of an independent #watchdog, who will write a #codeofpractice document for…",FALSE,0,NA,2019-04-16 09:13:02,TRUE,NA,"1118079843189571585",NA,"<a href=\"https://buffer.com\" rel=\"nofollow\">Buffer</a>","easetraining",0,FALSE,FALSE,NA,NA
"48",".@WISeKey secures $7 million in funding from a pre-STO and plans to launch the full #STO by the end of the quarter.…",FALSE,0,NA,2019-04-16 09:12:44,TRUE,NA,"1118079767776059392",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","BitStarzNews",0,FALSE,FALSE,NA,NA
"49","The Hill: Unsealed docs reveal new details in case against Assange | TheHill. #marketing #business #technology…",FALSE,1,NA,2019-04-16 09:12:29,TRUE,NA,"1118079706803228672",NA,"<a href=\"http://www.linkedin.com/\" rel=\"nofollow\">LinkedIn</a>","malikanura876",1,FALSE,FALSE,NA,NA
"50","Attending #BHUSA ? Registration for the Senespost #cybersecurity training is now open!",FALSE,0,NA,2019-04-16 09:12:20,FALSE,NA,"1118079667796369413",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","securedataeu",0,FALSE,FALSE,NA,NA
"51","Mastercard's Pay by Bank app capability added to aiGateway - Finextra #cybersecurity",FALSE,0,NA,2019-04-16 09:12:18,FALSE,NA,"1118079658698977280",NA,"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>","DigitalBankingT",0,FALSE,FALSE,NA,NA
"52","3 in 4 APAC Banks Believe Fraud Will Increase This Year - Fintech News Singapore #cybersecurity",FALSE,0,NA,2019-04-16 09:12:17,FALSE,NA,"1118079656987635712",NA,"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>","DigitalBankingT",0,FALSE,FALSE,NA,NA
"53","Our Year-In-Review presented a 20% increase in new jobs in the Infocomm Media sector, which is key to building Sing…",FALSE,0,NA,2019-04-16 09:12:12,TRUE,NA,"1118079635600711680",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","EDBsg",0,FALSE,FALSE,NA,NA
"54",".@crosswordcyber announced its final results for the year ended 31 Dec 2018 - #AIM $CCS.L…",FALSE,0,NA,2019-04-16 09:11:49,TRUE,NA,"1118079538880286720",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","HybridanLLP",0,FALSE,FALSE,NA,NA
"55","Ecuador suffered 40 Million Cyber attacks after the Julian Assange arrest (via @CSecurityAlerts #Cybersecurity News)",FALSE,0,NA,2019-04-16 09:10:17,FALSE,NA,"1118079152488366080",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","hacker_213",0,FALSE,FALSE,NA,NA
"56","The 5G Switch Made Easy: Ericsson porta il Barcelona Unboxed in Italia #pcexpander…",FALSE,0,NA,2019-04-16 09:10:15,TRUE,NA,"1118079142572982272",NA,"<a href=\"http://www.facebook.com/twitter\" rel=\"nofollow\">Facebook</a>","pcexpander",0,FALSE,FALSE,NA,NA
"57","#CyberSecurity #Hacker TOR: Set Up Tor in 2017! #1 Guide on IP Address, Blocking the NSA, Internet Privacy and More…",FALSE,0,NA,2019-04-16 09:10:04,TRUE,NA,"1118079099917033472",NA,"<a href=\"http://www.tobem.com/cyberwar\" rel=\"nofollow\">CyberDomain</a>","CyberDomain",0,FALSE,FALSE,NA,NA
"58","#CyberAttack on large companies operating in the Asia Pacific could fetch $10.7 M loss #Cybersecurity #Technology",FALSE,0,NA,2019-04-16 09:10:03,FALSE,NA,"1118079093725990912",NA,"<a href=\"https://www.hootsuite.com\" rel=\"nofollow\">Hootsuite Inc.</a>","Cybersecinsider",0,FALSE,FALSE,NA,NA
"59","#CWPodcast: #Microsoft deals with a breach in its consumer web mail products. #cybersecurity #infosec More on the p…",FALSE,0,NA,2019-04-16 09:10:02,TRUE,NA,"1118079088474906626",NA,"<a href=\"http://meetedgar.com\" rel=\"nofollow\">Meet Edgar</a>","thecyberwire",0,FALSE,FALSE,NA,NA
"60",".@crosswordcyber CEO @tomilube talks to @proactive_UK about the Company's 2018 results....which moves up a gear as…",FALSE,0,NA,2019-04-16 09:09:52,TRUE,NA,"1118079046544498689",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","HybridanLLP",0,FALSE,FALSE,NA,NA
"61","Google hit with €1.49 billion antitrust fine by EU #cybersecurity #cyber",FALSE,0,NA,2019-04-16 09:08:00,FALSE,NA,"1118078579756032006",NA,"<a href=\"https://drumup.io\" rel=\"nofollow\">drumup.io</a>","CyberSecUpdate",0,FALSE,FALSE,NA,NA
"62","Even the biggest companies and brands can get into problems with their #CyberSecurity, with the introduction of…",FALSE,0,NA,2019-04-16 09:08:00,TRUE,NA,"1118078576887304193",NA,"<a href=\"https://social.zoho.com\" rel=\"nofollow\">Zoho Social</a>","LawBiteLegal",1,FALSE,FALSE,NA,NA
"63","Cybersecurity programs ought to be a combination of both theoretical and practical aspects. By combining the two, t…",FALSE,0,NA,2019-04-16 09:07:58,TRUE,NA,"1118078568297377792",NA,"<a href=\"https://buffer.com\" rel=\"nofollow\">Buffer</a>","ec_univ",0,FALSE,FALSE,NA,NA
"64","Here's 6 simple steps to help prevent a #phishing attack #SmallBiz…",FALSE,1,NA,2019-04-16 09:07:02,TRUE,NA,"1118078334137716736",NA,"<a href=\"https://buffer.com\" rel=\"nofollow\">Buffer</a>","DragonIS_UK",1,FALSE,FALSE,NA,NA
"65","How smart medical devices can combat cybersecurity threats: #medtech #cybersecurity…",FALSE,0,NA,2019-04-16 09:06:56,TRUE,NA,"1118078310960062464",NA,"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>","medtechonline",0,FALSE,FALSE,NA,NA
"66","Advertisement: Security Operations Maturity Model: #CyberRisk #Cybersecurity #LogRhythm…",FALSE,0,NA,2019-04-16 09:06:49,TRUE,NA,"1118078280891080705",NA,"<a href=\"http://cioatwork.com/\" rel=\"nofollow\">cioatwork_int</a>","cioatwork_int",1,FALSE,FALSE,NA,NA
"68","#WordPress: #Exploits published over the past three weeks exposed 160,000 websites to potent attacks.…",FALSE,0,NA,2019-04-16 09:06:03,TRUE,NA,"1118078086648619008",NA,"<a href=\"https://swat.io/\" rel=\"nofollow\">Swat.io</a>","Hornetsecurity",0,FALSE,FALSE,NA,NA
"69","Awesome new infographic we've put together on the 4 Biggest &amp; Scariest Cyber Threats to UK Businesses &amp; How to Avoi…",FALSE,0,NA,2019-04-16 09:05:59,TRUE,NA,"1118078071507124225",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","davidmshare",0,FALSE,FALSE,NA,NA
"70","Subject: Shipping Documents 20181211-015 - URL: hxxps://creatmamontom/.com/fx/index.php - ASN: @Arubait - Received…",FALSE,0,NA,2019-04-16 09:05:59,TRUE,NA,"1118078068864835590",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","cyberanalyzer",0,FALSE,FALSE,NA,NA
"71","Scranos: New Rapidly Evolving Rootkit-Enabled Spyware Discovered (via @CSecurityAlerts #Cybersecurity News)",FALSE,0,NA,2019-04-16 09:05:30,FALSE,NA,"1118077946730827776",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","hacker_213",0,FALSE,FALSE,NA,NA
"72","#cybersecurity 3 in 4 APAC Banks Believe Fraud Will Increase This Year - Fintech News Singapore -…",FALSE,1,NA,2019-04-16 09:05:13,TRUE,NA,"1118077875918340101",NA,"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>","ttavlas",0,FALSE,FALSE,NA,NA
"73","#cybersecurity Mastercard's Pay by Bank app capability added to aiGateway - Finextra - #cybercrime #hacking #fintech",FALSE,1,NA,2019-04-16 09:05:12,FALSE,NA,"1118077872147697665",NA,"<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>","ttavlas",3,FALSE,FALSE,NA,NA
"74","#Microsoft's @Azure #ConfidentialComputing bolsters enterprise security with the #encryption of #cloud data while i…",FALSE,0,NA,2019-04-16 09:05:03,TRUE,NA,"1118077834751369216",NA,"<a href=\"https://www.hootsuite.com\" rel=\"nofollow\">Hootsuite Inc.</a>","markmcardle",0,FALSE,FALSE,NA,NA
"75","Explore how Identity Access Management is key in the Cybersecurity landscape #Accessmanagement #cybersecurity…",FALSE,0,NA,2019-04-16 09:04:46,TRUE,NA,"1118077762588282880",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","CyberSec_Expo",0,FALSE,FALSE,NA,NA
"76","Why Mark Zuckerberg and Jack Dorsey Are Warming to Blockchain #blockchain #socialmedia…",FALSE,1,NA,2019-04-16 09:04:31,TRUE,NA,"1118077700403372033",NA,"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>","TranscriptJunky",0,FALSE,FALSE,NA,NA
"77","Don’t get reeled in by Phishers - #Phishing #Cybersecurity",FALSE,0,NA,2019-04-16 09:04:00,FALSE,NA,"1118077570346438656",NA,"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>","XQCyber",0,FALSE,FALSE,NA,NA
"78","#CyberSecurity #Hacker How to Hack Like a PORNSTAR: A step by step process for breaking into a BANK -",FALSE,0,NA,2019-04-16 09:03:59,FALSE,NA,"1118077569008640001",NA,"<a href=\"http://www.tobem.com/cyberwar\" rel=\"nofollow\">CyberDomain</a>","CyberDomain",0,FALSE,FALSE,NA,NA
"79","What place do AI and blockchain have in a security conference? #security…",FALSE,0,NA,2019-04-16 09:03:52,TRUE,NA,"1118077538700541953",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","MikeCamel",0,FALSE,FALSE,NA,NA
"80","Employee #cybersecurity essentials part 2: Lost devices and unsafe connections",FALSE,0,NA,2019-04-16 09:03:06,FALSE,NA,"1118077345892532224",NA,"<a href=\"https://www.secnews24.com\" rel=\"nofollow\">SecNews24</a>","secnews24",0,FALSE,FALSE,NA,NA
"81","We believe being proactive is critical when it comes to cyber security - that's why all of our customers get market…",FALSE,0,NA,2019-04-16 09:03:00,TRUE,NA,"1118077319543832583",NA,"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>","AuraTechnology",0,FALSE,FALSE,NA,NA
"82","#Cybersecurity tip of the day - Protect your networks from attack - defend the network perimeter by filtering out u…",FALSE,0,NA,2019-04-16 09:02:16,TRUE,NA,"1118077132918394881",NA,"<a href=\"http://gainapp.com\" rel=\"nofollow\">Gain App</a>","TheSecurityCo",0,FALSE,FALSE,NA,NA
"83","Next batch starting from #Monday, April 22 in #Islamabad. Register on &amp; enroll before 18 Ap…",FALSE,2,NA,2019-04-16 09:02:05,TRUE,NA,"1118077088916025344",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","NumoodPK",2,FALSE,FALSE,NA,NA
"84","Want to view our webinar on the NIS Directive? Register now #bsi #cybersecurity #informationsecurity #nis",FALSE,0,NA,2019-04-16 09:01:46,FALSE,NA,"1118077008788054016",NA,"<a href=\"http://www.linkedin.com/\" rel=\"nofollow\">LinkedIn</a>","TrainingTom",0,FALSE,FALSE,NA,NA
"85","An excellent thread that further emphasizes the need for parents to be #cybersecurity 'smart, and to teach their ch…",FALSE,0,NA,2019-04-16 09:01:27,TRUE,NA,"1118076927565234176",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","cyberriskaware",0,FALSE,FALSE,NA,NA
"86","Why is #MachineIdentityProtection especially important for the payment card industry? Read the interview with Phil…",FALSE,0,NA,2019-04-16 09:01:02,TRUE,NA,"1118076826562199557",NA,"<a href=\"https://www.hootsuite.com\" rel=\"nofollow\">Hootsuite Inc.</a>","Venafi",0,FALSE,FALSE,NA,NA
"87","The latest SeV Consulting : Digital Leadership &amp; Information Technology! and for more great…",FALSE,0,NA,2019-04-16 09:00:57,TRUE,NA,"1118076803409690624",NA,"<a href=\"https://paper.li\" rel=\"nofollow\">Paper.li</a>","SeVConsulting1",0,FALSE,FALSE,NA,NA
"88","IDG Contributor Network: A hacker or your cloud provider. Who presents the greatest risk to your data?…",FALSE,0,NA,2019-04-16 09:00:46,TRUE,NA,"1118076759449194496",NA,"<a href=\"http://app.sendblur.com\" rel=\"nofollow\">Social Media Publisher App </a>","harrywestUK",0,FALSE,FALSE,NA,NA
"89","Useful info from NordVPN... Hackers find many ways to create spoofed URLs and use them in malicious attacks. Let’s…",FALSE,0,NA,2019-04-16 09:00:45,TRUE,NA,"1118076752998301698",NA,"<a href=\"https://buffer.com\" rel=\"nofollow\">Buffer</a>","vpn_router",0,FALSE,FALSE,NA,NA
"90","Protect your endpoints with the only solution that provides default-deny security with default-allow usability - Co…",FALSE,0,NA,2019-04-16 09:00:41,TRUE,NA,"1118076734623109120",NA,"<a href=\"https://www.hootsuite.com\" rel=\"nofollow\">Hootsuite Inc.</a>","VCWSecurity",0,FALSE,FALSE,NA,NA
"91","We've seen increased activity &amp; development of new stealers like Baldr that collects data upon infection &amp; exfiltra…",FALSE,1,NA,2019-04-16 09:00:38,TRUE,NA,"1118076724720304130",NA,"<a href=\"https://www.hootsuite.com\" rel=\"nofollow\">Hootsuite Inc.</a>","Malwarebytes",2,FALSE,FALSE,NA,NA
