no,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,
57,Prevention Is Better Than Cure H1N1 Influenza (SWINE FLU) has become so Hazardous that it resulted in so many death…,FALSE,4,NA,3/7/19 8:52,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Apollomedics,2,FALSE,FALSE,NA,NA,
58,40-year old previously healthy woman intubated in the ICU for 2 weeks with #influenza. Get your fucking #flushot. 💉🤗,FALSE,2,NA,3/7/19 8:31,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",dr_saxelrath,1,FALSE,FALSE,NA,NA,
59,Patients with #COPD are less likely to be hospitalized if they receive a #flushot. This latest study adds clarity t…,FALSE,0,NA,3/7/19 8:30,TRUE,NA,1.10E+18,NA,"<a href=\https://ads-api.twitter.com\"" rel=\""nofollow\"">Twitter Ads Composer</a>""",connectingnurse,1,FALSE,FALSE,NA,NA,
60,MI Express Care Urgent Care - Canton on #Google: #CantonUrgentCare #MI…,FALSE,0,NA,3/7/19 7:42,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",MIExpressCare,0,FALSE,FALSE,NA,NA,
62,Don't miss the incredible opportunity to have your work displayed and presented…,FALSE,0,NA,3/7/19 6:06,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",eurovaccines,0,FALSE,FALSE,NA,NA,
63,The #influenza #vaccine may be less effective in the elderly because their B cells are less capable of producing an…,FALSE,0,NA,3/7/19 4:49,TRUE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",LabOnlineAU,0,FALSE,FALSE,NA,NA,
64,Nipped in the bud: #Sanofi’s #Fluzone High-Dose #influenza #vaccine for people aged 65+ will no longer be funded by…,FALSE,0,NA,3/7/19 0:45,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",pharmacydaily,0,FALSE,FALSE,NA,NA,
65,"My world has become a tangled mess of cord for the heating pad and electric blanket, and so many tissues.…",FALSE,0,NA,3/7/19 0:16,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",lindseyrey,0,FALSE,FALSE,-93.6209,41.5909,
66,Study has shown that an effective prevention of #influenza is beneficial to lessen the substantial economic burden…,FALSE,0,NA,3/7/19 0:00,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",O2OHS,0,FALSE,FALSE,NA,NA,
67,"@CDCDirector I don't fear #influenza with \La Technique\"" that I invented.""",FALSE,0,CDCDirector,3/6/19 22:32,FALSE,1.10E+18,1.10E+18,426909329,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",Flu_Killer,0,FALSE,FALSE,NA,NA,
68,"Vaccinations save lives, protect our children, and are one of our greatest public health achievements. We should fe…",FALSE,45,CDCDirector,3/6/19 22:24,TRUE,1.10E+18,1.10E+18,426909329,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",CDCDirector,19,FALSE,FALSE,NA,NA,
69,"Super interesting, I will definitely want to see when the pale rider #influenza hit #Wisconsin",FALSE,0,NA,3/6/19 21:38,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",lampsmith,0,FALSE,FALSE,NA,NA,
70,XOFLUZA goes for its 2nd #influenza indication in as many years.,FALSE,0,NA,3/6/19 20:55,FALSE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",MDMagazine,0,FALSE,FALSE,NA,NA,
71,The #Influenza virus kills tens of thousands of people per year in the US alone. Researchers are using #AI to bette…,FALSE,1,NA,3/6/19 19:33,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Inveni_AI,2,FALSE,FALSE,NA,NA,
72,#WHO is calling for abstracts on moving #influenza burden estimate to policy decisions and estimating the whole…,FALSE,1,NA,3/6/19 19:25,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Alaa__Hashish,0,FALSE,FALSE,NA,NA,
73,Roche’s supplemental New Drug Application has been accepted by the FDA for our first-in-class anti-viral treatment…,FALSE,16,NA,3/6/19 19:00,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",Roche,2,FALSE,FALSE,NA,NA,
74,One of the most profitable services in #pharmacy. Learn how to make sure you deliver the most successful flu jab se…,FALSE,0,NA,3/6/19 18:58,TRUE,NA,1.10E+18,NA,"<a href=\https://www.socialreport.com\"" rel=\""nofollow\"">SocialReport.com</a>""",mediapharm,0,FALSE,FALSE,NA,NA,
75,Greater access to healthcare at a lower cost #Telemedicine #Symptomtosolution #DallasMoms #DocInABox #BehindTheBox…,FALSE,0,NA,3/6/19 18:53,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",MDBoxapp,0,FALSE,FALSE,NA,NA,
76,"After a slow start, the #flu season in #SanDiego is now looking like one of the worst in terms of total cases in th…",FALSE,0,NA,3/6/19 18:45,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",KeithDarce,1,FALSE,FALSE,NA,NA,
77,The #DefenseDept's fear that forcing active duty #military to get #FLU vaccinations every year results in more…,FALSE,1,Potrblog,3/6/19 18:39,TRUE,1.10E+18,1.10E+18,292493063,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Potrblog,0,FALSE,FALSE,NA,NA,
78,Did your doctor tell you the #FluShot INCREASES respiratory issues 4.4 times? #STUDY: Increased Risk of Noninflue…,FALSE,11,NA,3/6/19 17:47,TRUE,NA,1.10E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,7,FALSE,FALSE,NA,NA,
79,ICYMI: FDA CLIA-waives BinaxNOW #influenza rapid test @AbbottNews #Flu #FluTest,FALSE,0,NA,3/6/19 17:45,FALSE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",IDinChildren,0,FALSE,FALSE,NA,NA,
80,Interesting review of Influenza A virus in both natural infection and immunisation. #influenza #vaccines,FALSE,1,NA,3/6/19 17:29,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",MECole101,0,FALSE,FALSE,NA,NA,
81,"Our next #globalhealth security seminar is on Fri, March 15 and will feat. Ellie Graeden discussing data visualizat…",FALSE,3,NA,3/6/19 16:55,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",georgetown_ghss,3,FALSE,FALSE,NA,NA,
82,@jean_dipple @jo_peasland @BCHCRKIRBY Could someone please share this with me? Really keen to learn from other peop…,FALSE,0,jean_dipple,3/6/19 16:45,TRUE,1.10E+18,1.10E+18,2857770023,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",PBolton_Rbch,0,FALSE,FALSE,NA,NA,
83,#WisdomWednesday this week focuses on updated clinical practice guidelines for seasonal #influenza by @IDSAInfo. D…,FALSE,0,NA,3/6/19 16:30,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",UofU3i,1,FALSE,FALSE,NA,NA,
84,Ward 2C at #Raigmore Hospital has been closed to new admissions following a number of patients being diagnosed with…,FALSE,1,NA,3/6/19 15:54,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",NHSHighland,1,FALSE,FALSE,NA,NA,
85,"According to the Greek Center for Disease Control &amp; Prevention @keelpno_gr, 91 people have died of complications as…",FALSE,1,NA,3/6/19 15:49,TRUE,NA,1.10E+18,NA,"<a href=\http://pardot.com\"" rel=\""nofollow\"">Pardot</a>""",Novaerus,0,FALSE,FALSE,NA,NA,
86,US military suspects it is seeing reduced #Flu #Vaccine effectiveness because it is a highly vaccinated group and r…,FALSE,0,Potrblog,3/6/19 15:44,TRUE,1.10E+18,1.10E+18,292493063,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Potrblog,0,FALSE,FALSE,NA,NA,
87,"Don’t be fooled by that new #oseltamivir study, says @Runde_MC. #Tamiflu is still pretty worthless for H1N1.…",FALSE,3,NA,3/6/19 15:39,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",EMNews,2,FALSE,FALSE,NA,NA,
88,Researchers from China @MedicineUVA @TropMedOxford find #influenza A illness more severe and leads to more deaths t…,FALSE,0,NA,3/6/19 15:35,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",Contagion_Live,1,FALSE,FALSE,NA,NA,
89,#Influenza virus polymerase inhibitors in clinical development - great review article by Fred Hayden and Nahoko Shi…,FALSE,1,NA,3/6/19 15:20,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",isirvAVG,0,FALSE,FALSE,NA,NA,
90,This article should be referenced regarding the #influenza research debate and in every #biosafety meeting.,FALSE,0,NA,3/6/19 15:02,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",ldpsci,0,FALSE,FALSE,NA,NA,
91,How is this year’s #influenza season going?,FALSE,0,NA,3/6/19 15:00,FALSE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",OSUEMEdu,0,FALSE,FALSE,NA,NA,
92,"#VRBPAC meeting says changes in #H3N2 viruses \EXTRAORDINARY\"" Discussion calls for changing #Quadravalent formulat…""",FALSE,1,Potrblog,3/6/19 14:56,TRUE,1.10E+18,1.10E+18,292493063,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Potrblog,0,FALSE,FALSE,NA,NA,
