no,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,
11,"They urge #FluShot during #pregnancy to \protect\"" against #Autism"," but the whole point of #vaccines is to MIMIC INF…""",FALSE,8,NA,3/7/19 21:37,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",avoiceforchoice,4,FALSE,FALSE,NA,
12,pretty sure the #flushot i got was a placebo... 🤒,FALSE,0,NA,3/7/19 19:13,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",haleybaird,0,FALSE,FALSE,NA,NA,
13,There’s another great reason to get your yearly #flu shot! An #ACC19 study that links the #flushot to a 10% lower r…,FALSE,2,NA,3/7/19 18:38,TRUE,NA,1.10E+18,NA,"<a href=\http://www.falcon.io\"" rel=\""nofollow\"">Falcon Social Media Management </a>""",CardioSmart,2,FALSE,FALSE,NA,NA,
14,#STUDY: Flu #Vaccine Increases Viral #Shedding 6.3 Times observed 6.3X more viral aero…,FALSE,2,NA,3/7/19 17:47,TRUE,NA,1.10E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,3,FALSE,FALSE,NA,NA,
15,"@nytopinion \La Technique\"" is more effective to fight the #influenza then a #flushot""",FALSE,1,nytopinion,3/7/19 17:26,FALSE,1.10E+18,1.10E+18,16686144,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",Flu_Killer,0,FALSE,FALSE,NA,NA,
16,"The Flu Season is not over; the CDC says it's not too late to get a flu shot to protect yourself, family members, f…",FALSE,0,NA,3/7/19 15:33,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",JohnGBaresky,0,FALSE,FALSE,NA,NA,
17,"Did you get a #flushot this year? As we reach peak #flu season, @kinsa is providing real-time tracking data as the…",FALSE,1,NA,3/7/19 15:11,TRUE,NA,1.10E+18,NA,"<a href=\https://www.sprinklr.com\"" rel=\""nofollow\"">Sprinklr</a>""",DeloitteHealth,1,FALSE,FALSE,NA,NA,
18,Mayo Clinic Minute: The Flu Season Is Not Over And It's Not Too Late To Get A Flu Shot #Influenza #FluShot,FALSE,0,NA,3/7/19 15:07,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Bossoft,0,FALSE,FALSE,NA,NA,
19,"@MidSentryModern @saoirse_vapor @firemanjohn628 @PattyMurray Injecting children with aluminum neurotoxins, retrovir…",FALSE,2,MidSentryModern,3/7/19 14:02,TRUE,1.10E+18,1.10E+18,136405463,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,2,FALSE,FALSE,NA,NA,
20,Is it a cold or influenza? A quick-reference chart is available from #FluShot #GetImmunized,FALSE,0,NA,3/7/19 13:50,FALSE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",SMDhealthunit,0,FALSE,FALSE,NA,NA,
21,Don't miss a second of #collegebasketball this month: get a #flushot now to help avoid getting sick before tourname…,FALSE,2,NA,3/7/19 13:41,TRUE,NA,1.10E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",LFCHD,2,FALSE,FALSE,NA,NA,
22,"Did you know that children, pregnant women, adults 65 and older, and people with medical conditions have higher ris…",FALSE,2,NA,3/7/19 13:30,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",CapitalRegional,0,FALSE,FALSE,NA,NA,
23,"Last year, more than 80,000 people died of the flu and its complications in the United States, the highest death to…",FALSE,0,NA,3/7/19 13:12,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",DHIN_HIE,0,FALSE,FALSE,NA,NA,
24,My medical friends don't even talk to me about the #FluShot aka Flu-gazy shit,FALSE,0,NA,3/7/19 13:05,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",TheRealDeal_Ty,0,FALSE,FALSE,NA,NA,
25,Dr. Offit vs. Dr. Moss on #FluShot Dr. Alvin Moss' testimony was given before a Senate C…,FALSE,1,NA,3/7/19 12:47,TRUE,NA,1.10E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,0,FALSE,FALSE,NA,NA,
26,"I skipped my #FluShot this year. Probably shouldn't have. Improving, but still feeling a bit blah (apologies for me…",FALSE,0,NA,3/7/19 12:03,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",dendwrite,0,FALSE,FALSE,NA,NA,
27,Thinking of skipping a #FluShot this year? The researcher who leads the effort to find an effective #vaccine for th…,FALSE,2,NA,3/7/19 10:41,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",ReservoireApp,0,FALSE,FALSE,NA,NA,
28,40-year old previously healthy woman intubated in the ICU for 2 weeks with #influenza. Get your fucking #flushot. 💉🤗,FALSE,2,NA,3/7/19 8:31,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",dr_saxelrath,1,FALSE,FALSE,NA,NA,
29,Patients with #COPD are less likely to be hospitalized if they receive a #flushot. This latest study adds clarity t…,FALSE,0,NA,3/7/19 8:30,TRUE,NA,1.10E+18,NA,"<a href=\https://ads-api.twitter.com\"" rel=\""nofollow\"">Twitter Ads Composer</a>""",connectingnurse,1,FALSE,FALSE,NA,NA,
30,"@pseudolokun Forced sex, is sexual rape. Forced vaccination is medical rape. Both are a violation of human rights.…",FALSE,1,pseudolokun,3/7/19 6:55,TRUE,1.10E+18,1.10E+18,181903658,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
31,"@tmakalpha @pseudolokun That would work if vaccinated people did not spread viruses, but unfortunately vaccinated p…",FALSE,0,tmakalpha,3/7/19 6:46,TRUE,1.10E+18,1.10E+18,153826366,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
33,Almost All those I spoke with this winter that Got the Flu ALSO had a #FluShot 🤨,FALSE,0,NA,3/7/19 4:36,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",P_I_Grammy,0,FALSE,FALSE,NA,NA,
34,"@emartinez78987 @nybybirth @AlanFreestone About 40,000 vaccine injuries are reported annually to VAERS. The actual…",FALSE,0,CoercedTaxSlave,3/7/19 2:13,TRUE,1.10E+18,1.10E+18,32517621,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
35,This year’s #flushot was far more effective than last year's. Here’s why,FALSE,0,NA,3/7/19 1:28,FALSE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",yychealthnut,0,FALSE,FALSE,NA,NA,
36,"Flu Shot Myths Debunked, Why You Need a Flu Shot #flushot #healthcare #bronxvoice",FALSE,0,NA,3/6/19 23:18,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Bronxvoice1,0,FALSE,FALSE,NA,NA,
37,#MayoClinicMinute: Thinking of skipping a #FluShot this year? The researcher who leads the effort to find an effect…,FALSE,69,NA,3/6/19 22:32,TRUE,NA,1.10E+18,NA,"<a href=\https://www.sprinklr.com\"" rel=\""nofollow\"">Sprinklr</a>""",MayoClinic,45,FALSE,FALSE,NA,NA,
38,"Naturally, @PergamIC never misses an opportunity to emphasize— get your #flushot if you haven’t already! Seriously,…",FALSE,15,NA,3/6/19 20:46,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",HutchIDScience,2,FALSE,FALSE,NA,NA,NA
39,"Thank you @michellemalkin, for your paean to common sense: \[T]his is a thread about #vaccine skepticism"," the subje…""",FALSE,63,NA,3/6/19 20:19,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",HighWireTalk,36,FALSE,FALSE,NA,
40,@SenAlexander Over 400 people have been killed by the measles VACCINE since 2003. #vaccines #vaccine #LearnTheRisk…,FALSE,3,SenAlexander,3/6/19 18:32,TRUE,1.10E+18,1.10E+18,76649729,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
41,The biggest surprise out of today's #FDA #Flu #Vaccine committee meeting is that experts were NOT surprised that hi…,FALSE,2,Potrblog,3/6/19 18:30,TRUE,1.10E+18,1.10E+18,292493063,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Potrblog,0,FALSE,FALSE,NA,NA,
42,"@SenAlexander \It is wrong to say there are no risks to vaccines\""...\""Even the government admits that children are s…""",FALSE,3,SenAlexander,3/6/19 18:27,TRUE,1.10E+18,1.10E+18,76649729,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
43,"Signage at Piedmont Hospital &amp; rightfully so! There’s a 2nd #flu wave breaking Per ⁦@DrBenSpitalnick⁩, ‘...best way…",FALSE,1,NA,3/6/19 18:17,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",RhonaA_PhD,2,FALSE,FALSE,NA,NA,
44,"Remember when this should've been a big story last month, but the corporate media ignored it? We do. RT #Vaccines g…",FALSE,185,NA,3/6/19 18:00,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",HighWireTalk,145,FALSE,FALSE,NA,NA,
45,Did your doctor tell you the #FluShot INCREASES respiratory issues 4.4 times? #STUDY: Increased Risk of Noninflue…,FALSE,11,NA,3/6/19 17:47,TRUE,NA,1.10E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,7,FALSE,FALSE,NA,NA,
46,Get your #FluShot or your kid’ll get the #Autisms 💉,FALSE,0,NA,3/6/19 17:20,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Gr8nessNaHoodie,0,FALSE,FALSE,NA,NA,
47,It’s not too late to protect yourself from the flu! #FluShot #FluSeason,FALSE,0,NA,3/6/19 16:38,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",WayneCoHD,0,FALSE,FALSE,NA,NA,
48,"From the seasonal influenza (flu) shot to tetanus shots, at DuPage Immediate Care we offer a variety of vaccines to…",FALSE,0,NA,3/6/19 15:36,TRUE,NA,1.10E+18,NA,"<a href=\https://www.socialreport.com\"" rel=\""nofollow\"">SocialReport.com</a>""",dupage_care,0,FALSE,FALSE,NA,NA,
49,"FLUZONE #Flu #Vaccine, p 21: mL dose from the multi-dose vial contains 25 mcg #Mercury…",FALSE,1,NA,3/6/19 15:27,TRUE,NA,1.10E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,0,FALSE,FALSE,NA,NA,
50,#ICYMI Officials say this #FluSeason has yet to peak! Read our #WellnessWednesday- How to Avoid the #Flu with Nurse…,FALSE,1,NA,3/6/19 14:16,TRUE,NA,1.10E+18,NA,"<a href=\https://www.blog2social.com\"" rel=\""nofollow\"">Blog2Social APP</a>""",HCNowRadio,1,FALSE,FALSE,NA,NA,
51,#FDA's #Flu #Vaccine committee is discussing if early #influenza #Vaccination is responsible for 0% effectiveness w…,FALSE,0,Potrblog,3/6/19 14:01,TRUE,1.10E+18,1.10E+18,292493063,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Potrblog,1,FALSE,FALSE,NA,NA,
52,Flu or Cold? #QualityCare #QualityUrgentCare #SanAntonio…,FALSE,1,NA,3/6/19 14:00,TRUE,NA,1.10E+18,NA,"<a href=\https://eclincher.com\"" rel=\""nofollow\"">eClincher</a>""",QualityCare_TX,0,FALSE,FALSE,NA,NA,
53,FDA's #Influenza #Vaccine composition meeting for the US 2019-2020 #FLUshot is live and can be watched at this link…,FALSE,1,Potrblog,3/6/19 13:31,TRUE,1.10E+18,1.10E+18,292493063,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Potrblog,0,FALSE,FALSE,NA,NA,
54,@Awithonelison @ChipQuasney @cspan @RandPaul @SenRandPauI Actually science proves that vaccinated people DO spread…,FALSE,0,Awithonelison,3/6/19 13:20,TRUE,1.10E+18,1.10E+18,2338214224,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
55,@VeritasEver @doctorsensation All you have is FAITH and BLIND TRUST that vaccines never tested against an inert pla…,FALSE,2,VeritasEver,3/6/19 13:11,TRUE,1.10E+18,1.10E+18,1468323792,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
56,"@kylegriffin1 Even before vaccines, you were far more likely to die in a car accident than from measles. Death fro…",FALSE,0,kylegriffin1,3/6/19 4:34,TRUE,1.10E+18,1.10E+18,32871086,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
57,@autism_vaccine @thereal_truther @CryptoNLtrader @doctorsensation The aluminum level in the autistic brain was so h…,FALSE,0,autism_vaccine,3/6/19 2:09,TRUE,1.10E+18,1.10E+18,1.10E+18,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
58,@AlexMurdoch7 @CryptoNLtrader @thereal_truther @doctorsensation Vaccines are the steaming pile of dung you refer to…,FALSE,0,AlexMurdoch7,3/6/19 2:01,TRUE,1.10E+18,1.10E+18,991145522,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
60,Wash your hands folks! @Allegheny_Co has the second highest number of #flu cases in Pennsylvania. #Flushot…,FALSE,0,NA,3/5/19 23:18,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",DavidSpurgeon4J,1,FALSE,FALSE,NA,NA,
61,"Have you gotten your flu shot? If not, call St. Luke and we'll set you up! #StLuke #FluShot",FALSE,0,NA,3/5/19 23:14,FALSE,NA,1.10E+18,NA,"<a href=\https://www.socialreport.com\"" rel=\""nofollow\"">SocialReport.com</a>""",StLukeMT,0,FALSE,FALSE,NA,NA,
62,"Can the #flushot cause a pregnant woman to miscarry? No, absolutely not.",FALSE,2,NA,3/5/19 22:04,FALSE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",VaccinateIN,0,FALSE,FALSE,NA,NA,
63,"#InfectiousDiseases A-Z: If you skipped getting an annual #FluShot, @DrPritishTosh says it's not too late! Nearly 2…",FALSE,16,NA,3/5/19 21:28,TRUE,NA,1.10E+18,NA,"<a href=\https://www.sprinklr.com\"" rel=\""nofollow\"">Sprinklr</a>""",MayoClinic,13,FALSE,FALSE,NA,NA,
64,The #flushot benefits everyone in the community: #fluvaccines,FALSE,0,NA,3/5/19 21:00,FALSE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",CareDox,0,FALSE,FALSE,NA,NA,
65,Do #Birds and #Airplanes have to get a “Flew Shot?” 🤔 #ThoughtoftheDay #FluShot,FALSE,0,NA,3/5/19 20:36,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Mark_MeWords,0,FALSE,FALSE,NA,NA,
66,"@autism_vaccine @thereal_truther @CryptoNLtrader @doctorsensation So you, a pro vaccine advocate, will agree that c…",FALSE,0,autism_vaccine,3/5/19 19:48,TRUE,1.10E+18,1.10E+18,1.10E+18,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
67,"@autism_vaccine @thereal_truther @CryptoNLtrader @doctorsensation Oh, I forgot to mention that the MMR vaccine was…",FALSE,6,CoercedTaxSlave,3/5/19 19:42,TRUE,1.10E+18,1.10E+18,32517621,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,7,FALSE,FALSE,NA,NA,
68,"@autism_vaccine @thereal_truther @CryptoNLtrader @doctorsensation So if I change the word (semantics) to \doses\"" th…""",FALSE,8,autism_vaccine,3/5/19 19:34,TRUE,1.10E+18,1.10E+18,1.10E+18,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,10,FALSE,FALSE,NA,NA,
69,"How does our in-school, no-cost #flushot program work? Learn more:",FALSE,0,NA,3/5/19 19:10,FALSE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",CareDox,0,FALSE,FALSE,NA,NA,
70,@emartinez78987 @DerekCressman It is also common knowledge among immunologists that many vaccines are not even desi…,FALSE,0,CoercedTaxSlave,3/5/19 19:05,TRUE,1.10E+18,1.10E+18,32517621,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
71,"Back to the flu shot thing: If the government mandated the flu shot every year, we would save thousands of America…",FALSE,2,colorblindk1d,3/5/19 18:58,TRUE,1.10E+18,1.10E+18,7.12E+17,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",colorblindk1d,1,FALSE,FALSE,NA,NA,
72,"Happy to see some patients are still asking for the #flushot. Late is better than never, especially considering t…",FALSE,5,NA,3/5/19 18:52,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",DrPChouinard,3,FALSE,FALSE,NA,NA,
73,Some ways to make sure you don't contract or spread the flu: 1) Get a #FluShot 2) Cover ur mouth &amp; hands when you…,FALSE,3,NA,3/5/19 17:34,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",KCMOHealthDept,0,FALSE,FALSE,NA,NA,
74,"Ugh, the flu sucks. Ant, Hetti, and I are walking zombies right now. #flusucks #zombie #flushot",FALSE,0,NA,3/5/19 17:24,FALSE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",AuthorLMFry,0,FALSE,FALSE,NA,NA,
75,Don’t let the #flu keep you from celebrating Mardi Gras – there’s still time to get your flu shot! #flushot…,FALSE,0,NA,3/5/19 17:00,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",QualityInsights,0,FALSE,FALSE,NA,NA,
76,Attend the #FDA's 2018-2019 #Flu #vaccine selection #WEBEX Wednesday at you want to und…,FALSE,1,Potrblog,3/5/19 16:55,TRUE,1.10E+18,1.10E+18,292493063,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Potrblog,0,FALSE,FALSE,NA,NA,
77,#FLUSHOT #VACCINES So called smart people believe these Scientist. Those shots are not good for EVERYONE.-PERIOD My…,FALSE,1,NA,3/5/19 15:47,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",tatumjobs,0,FALSE,FALSE,NA,NA,
78,The #flu season isn’t over yet. There is still time to get the #flushot. Our Nereyda Franco shares more via…,FALSE,2,NA,3/5/19 14:30,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",MontefioreNYC,1,FALSE,FALSE,NA,NA,
79,"On WCAX Facebook page for this article, in the comments it was stated this child had the Flu Shot! #Vermont child d…",FALSE,0,NA,3/5/19 13:34,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",klp1965,0,FALSE,FALSE,NA,NA,
80,"Vaccines DO NOT require double blind placebo studies. Did you know that for testing FLUBLOK vaccine, other #Flu…",FALSE,13,NA,3/5/19 6:17,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",ViraBurnayeva,9,FALSE,FALSE,NA,NA,
81,@bob_hound @CryptoNLtrader @thereal_truther @doctorsensation Here is a must read book that has over 400 studies sho…,FALSE,0,CoercedTaxSlave,3/5/19 5:56,TRUE,1.10E+18,1.10E+18,32517621,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
82,@bob_hound @CryptoNLtrader @thereal_truther @doctorsensation If you want scientific studies showing the numerous da…,FALSE,0,bob_hound,3/5/19 5:32,TRUE,1.10E+18,1.10E+18,1424303576,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",CoercedTaxSlave,0,FALSE,FALSE,NA,NA,
83,@AdamSchiff #BigPharma schill #CORRUPTION #kickbacks #lobbying #DrainTheSwamp #flushot,FALSE,0,AdamSchiff,3/5/19 5:09,FALSE,NA,1.10E+18,133028836,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",strait328,0,FALSE,FALSE,NA,NA,
84,"We should know more from the Wed 3/6 #VRBPAC #FluShot meeting, until then this chart from the Oct meeting indicates…",FALSE,0,Potrblog,3/5/19 3:12,TRUE,1.10E+18,1.10E+18,292493063,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Potrblog,0,FALSE,FALSE,NA,NA,
85,Are you avoiding getting the #FluShot because you’ve heard the vaccine can be dangerous and cause side effects? Her…,FALSE,3,NA,3/4/19 22:56,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",bcbssc,1,FALSE,FALSE,NA,NA,
86,"#DidYouKnow multi-dose #Flu #vaccines - the ones that most people are exposed to, like FLUZONE, FLUVIRIN, FLUCELVAX…",FALSE,2,NA,3/4/19 22:40,TRUE,NA,1.10E+18,NA,"<a href=\http://ViraBurnayeva.com\"" rel=\""nofollow\"">Vaccines and Homeopathy News</a>""",ViraBurnayeva,3,FALSE,FALSE,NA,NA,
87,Need a #FluShot,FALSE,1,NA,3/4/19 21:59,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",ksiielpaso,1,FALSE,FALSE,NA,NA,
88,"How can you tell if you have a cold or the flu? Check out this infographic to see which symptoms you have, and if y…",FALSE,2,NA,3/4/19 21:23,TRUE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",FQHealth,0,FALSE,FALSE,NA,NA,
