no,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,,,,,,,,,,,,,,,,,
11,#Influenza immunization is safe for #pregnant and #breastfeeding women. Protect yourself and your baby.…,FALSE,1,NA,3/5/19 21:45,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",AHS_NorthZone,2,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
12,New insights into #influenza A infection and its spread via @nature #flu #virus,FALSE,0,NA,3/5/19 21:37,FALSE,NA,1.10E+18,NA,"<a href=\http://www.news-medical.net/\"" rel=\""nofollow\"">News Medical</a>""",NewsMedical,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
13,New review of #influenza antibody response. @NatRevImmunol,FALSE,2,NA,3/5/19 20:34,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",hipcProject,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
14,#Flu is widespread across the United States. These simple actions can help prevent the spread of #influenza germs a…,FALSE,0,NA,3/5/19 20:30,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",JOCOHealth,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
15,#GeorgiaState researcher Dr. Baozhong Wang is fighting #influenza #TheStateWay. He's received a $3.86 million feder…,FALSE,1,NA,3/5/19 19:50,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",JennyGiarratano,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
16,Seasonal #influenza activity still remains elevated in the United States Details:,FALSE,0,NA,3/5/19 19:40,FALSE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",CPFgrants,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
17,Get your Free Flu Jab at Care Chemist Stanmore .No appointment needed. Walk in Service. Book Online from here :…,FALSE,0,NA,3/5/19 19:25,TRUE,NA,1.10E+18,NA,"<a href=\https://www.socialreport.com\"" rel=\""nofollow\"">SocialReport.com</a>""",CareStanmore,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
18,"Happy to see some patients are still asking for the #flushot. Late is better than never, especially considering t…",FALSE,5,NA,3/5/19 18:52,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",DrPChouinard,3,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
19,The 2018-2019 #fluseason may have peaked as the major nationwide measure of #influenza activity held steady for the…,FALSE,0,NA,3/5/19 18:34,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",ClinRev,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
20,ICYMI A #LearningHealthSystem project finds @kpwashington members who could benefit most from #fluvaccines. Paula…,FALSE,0,NA,3/5/19 18:17,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",KPWaResearch,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
21,"59/365 \Cold remedies\"" I used all these in past couple days. Feeling much better now!😄 #365artchallenge…""",FALSE,1,NA,3/5/19 18:06,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",LanttuLaura,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
22,"The #CDC Flu map for week 8 - ending February 23 - shows only Hawaii and Washington, D.C. without widespread influe…",FALSE,0,NA,3/5/19 18:00,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",MMCAP_Online,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
23,The latest @CDCgov report shows widespread #Influenza activity continues. Be sure to protect yourself and those aro…,FALSE,0,NA,3/5/19 18:00,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",WCHosp,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
24,Want some handy advice on how to deal with an outbreak of #Cdiff #Norovirus or #Influenza? Check out the free actio…,FALSE,0,NA,3/5/19 17:35,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",CairnCare,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
25,"Watch now as Dr. Jeremy Brown of @NIH discusses the history of the #flu virus, the Great Flu of 1918, and our prepa…",FALSE,3,NA,3/5/19 17:00,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",USNatArchives,4,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
26,.@SenGaryPeters #Vaccination does not guarantee immunity. Many do not respond to their vaccines and immunity wanes…,FALSE,9,NA,3/5/19 17:00,TRUE,NA,1.10E+18,NA,"<a href=\https://www.votervoice.net\"" rel=\""nofollow\"">VoterVoice Tweet</a>""",vaccine_choice,8,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
27,.@SenStabenow #Vaccination does not guarantee immunity. Many do not respond to their vaccines and immunity wanes wi…,FALSE,3,NA,3/5/19 17:00,TRUE,NA,1.10E+18,NA,"<a href=\https://www.votervoice.net\"" rel=\""nofollow\"">VoterVoice Tweet</a>""",vaccine_choice,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
28,.@realDonaldTrump #Vaccination does not guarantee immunity. Many do not respond to their vaccines and immunity wane…,FALSE,11,NA,3/5/19 17:00,TRUE,NA,1.10E+18,NA,"<a href=\https://www.votervoice.net\"" rel=\""nofollow\"">VoterVoice Tweet</a>""",vaccine_choice,6,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
29,Attend the #FDA's 2018-2019 #Flu #vaccine selection #WEBEX Wednesday at you want to und…,FALSE,0,Potrblog,3/5/19 16:55,TRUE,1.10E+18,1.10E+18,292493063,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Potrblog,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
30,That's that for @GOPHELP #vaccines hearing for today. Most interesting was @BillCassidy's push-back against…,FALSE,0,DonnaYoungDC,3/5/19 16:54,TRUE,1.10E+18,1.10E+18,593813785,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",DonnaYoungDC,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
31,Top 10 threats to global health in 2019 via @bsindia from @WHO #pandemic #influenza…,FALSE,0,NA,3/5/19 16:45,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",JMitchell52,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
32,".@pedschief urges doctors to listen, understand, respect concerns, &amp; individualize education to respond to vaccine-…",FALSE,0,DonnaYoungDC,3/5/19 16:40,TRUE,1.10E+18,1.10E+18,593813785,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",DonnaYoungDC,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
33,".@SenatorHassan: Only about half women receive #flu vaccine during pregnancy. Why? .@SaadOmer3: There's a huge \fe…""",FALSE,0,DonnaYoungDC,3/5/19 16:38,TRUE,1.10E+18,1.10E+18,593813785,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",DonnaYoungDC,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
34,#Vaccination does not guarantee immunity. Many do not respond to their vaccines and immunity wanes within 2-15 year…,FALSE,0,NA,3/5/19 16:35,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",AmeliaW76851996,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
35,"Now @BillCassidy. Discusses the importance of the #influenza vaccine even if it's not 100% perfect, and notes that…",FALSE,1,aetiology,3/5/19 16:30,TRUE,1.10E+18,1.10E+18,35315865,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",aetiology,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
36,"Our collaborator @SaadOmer3 \hitting the nail on the head\"" with a discussion of the humongous evidence base on vacc…""",FALSE,3,NA,3/5/19 16:27,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",bansallab,2,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
37,Our #Influenza Honor Roll recognizes institutions promoting #flu prevention this season! We are accepting submiss…,FALSE,1,NA,3/5/19 16:26,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",NJDeptofHealth,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
38,.@SaadOmer3: We need a stable supply of vaccines. #vaccines #pharma #biotech #measles #flu #influenza,FALSE,0,DonnaYoungDC,3/5/19 16:25,FALSE,1.10E+18,1.10E+18,593813785,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",DonnaYoungDC,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
39,.@WaHealthSec John Wiesman: We need to keep investing in vaccine research &amp; new technologies. Eggs-based for #flu t…,FALSE,1,DonnaYoungDC,3/5/19 16:25,TRUE,1.10E+18,1.10E+18,593813785,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",DonnaYoungDC,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
40,.@SaadOmer3 notes elderly among the most vulnerable when it comes to #flu. #influenza #vaccines #measles #pharma,FALSE,0,DonnaYoungDC,3/5/19 16:22,FALSE,1.10E+18,1.10E+18,593813785,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",DonnaYoungDC,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
41,".@SenPatRoberts relates story of healthy seniors who died b/c they failed to get the #flu vaccine. Says \I don't ge…""",FALSE,0,DonnaYoungDC,3/5/19 16:21,TRUE,1.10E+18,1.10E+18,593813785,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",DonnaYoungDC,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
42,"@SenPatRoberts asks about seniors and #vaccination, especially regarding #influenza.",FALSE,1,aetiology,3/5/19 16:19,FALSE,1.10E+18,1.10E+18,35315865,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",aetiology,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
43,.@SenPatRoberts: We have plenty of octogenarians in the Senate … #vaccines #measles #flu #influenza,FALSE,0,DonnaYoungDC,3/5/19 16:19,FALSE,1.10E+18,1.10E+18,593813785,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",DonnaYoungDC,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
44,#TeamScience Tuesday highlights a key 3i lead collaborator: Dr. Andrew Pavia (@AndrewPaviaMD). Among his many colla…,FALSE,1,NA,3/5/19 16:15,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",UofU3i,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
45,New study in @IDSAinfo journal finds that patients with #influenza A were sicker and took longer to get better than…,FALSE,0,NA,3/5/19 16:05,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",Contagion_Live,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
46,"Seasonal flu vaccine uptake in healthcare workers: monthly data, 2018 to 2019 #fluvaccines…",FALSE,0,NA,3/5/19 15:29,TRUE,NA,1.10E+18,NA,"<a href=\http://app.sendblur.com\"" rel=\""nofollow\"">Social Media Publisher App </a>""",VirtualOutcome1,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
47,"Influenza viruses are constantly changing, so rapid diagnosis is essential! Know more about the product by checkin…",FALSE,0,NA,3/5/19 15:01,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",Tiger_Medical,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
48,BBC piece about employees coming to work when sick (&amp; endangering others in the workplace) cites AJPH study that fo…,FALSE,10,NA,3/5/19 14:50,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",AMJPublicHealth,3,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
49,@HaleyLive #Vaccination does not guarantee immunity. Many do not respond to their vaccines and immunity wanes withi…,FALSE,0,HaleyLive,3/5/19 14:46,TRUE,NA,1.10E+18,391445643,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",MSmash4321,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
50,#Cyprus #Health authorities said the death toll from symptoms associated with #Influenza A since December has rise…,FALSE,0,NA,3/5/19 14:26,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",FinancialMirror,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
52,.@replawrence #Vaccination does not guarantee immunity. Many do not respond to their vaccines and immunity wanes wi…,FALSE,0,NA,3/5/19 13:48,TRUE,NA,1.10E+18,NA,"<a href=\https://www.votervoice.net\"" rel=\""nofollow\"">VoterVoice Tweet</a>""",MelissaMangas,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
56,AFD Blog `@WHO Global #Influenza Update #336',FALSE,0,NA,3/5/19 13:25,FALSE,NA,1.10E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",Fla_Medic,2,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
57,"Don't miss our noon book talk! Dr. Jeremy Brown of @NIH will discuss the history of the #flu virus, the Great Flu o…",FALSE,12,NA,3/5/19 13:20,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",USNatArchives,4,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
58,Chemoprophylaxis for #influenza? It is indicated in certain cases. The December issue of #EMpractice covers this tr…,FALSE,0,NA,3/5/19 13:00,TRUE,NA,1.10E+18,NA,"<a href=\https://www.semrush.com/\"" rel=\""nofollow\"">SEMrush Social Media Tool</a>""",EBmedicine,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
59,This nurse died from what was probably the third wave of the #1918flu #pandemic #influenza virus #influenza100…,FALSE,0,NA,3/5/19 12:54,TRUE,NA,1.10E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",SE_Mamelund,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
60,.@RepHaleyStevens #Vaccination does not guarantee immunity. Many do not respond to their vaccines and immunity wane…,FALSE,0,NA,3/5/19 12:36,TRUE,NA,1.10E+18,NA,"<a href=\https://www.votervoice.net\"" rel=\""nofollow\"">VoterVoice Tweet</a>""",olah_paulette,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
64,#vaccineswork Please be aware of neurologic complications of #influenza it's not always the lungs. #braininjury…,FALSE,0,NA,3/5/19 12:30,TRUE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",BBOSmile,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
65,.@RepPaulMitchell #Vaccination does not guarantee immunity. Many do not respond to their vaccines and immunity wane…,FALSE,1,NA,3/5/19 12:23,TRUE,NA,1.10E+18,NA,"<a href=\https://www.votervoice.net\"" rel=\""nofollow\"">VoterVoice Tweet</a>""",amra81012,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
69,"Ten big global challenges technology could solve Carbon sequestration, Earthquake prediction, Safe driverless car,…",FALSE,0,NA,3/5/19 11:50,TRUE,NA,1.10E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",Sciguy999,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
70,New #influenza preprint: Early Detection of Influenza outbreaks in the United States,FALSE,0,NA,3/5/19 11:30,FALSE,NA,1.10E+18,NA,"<a href=\https://twitter.com/outbreaksci\"" rel=\""nofollow\"">preprint-alert</a>""",outbreaksci,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
71,New #influenza preprint: Dynamics and Internal Control of Body Temperature in Response to Infectious Agents and oth…,FALSE,0,NA,3/5/19 11:30,TRUE,NA,1.10E+18,NA,"<a href=\https://twitter.com/outbreaksci\"" rel=\""nofollow\"">preprint-alert</a>""",outbreaksci,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
72,have you checked the @PHE_uk weekly National #influenza report?? Find out how the #flu season is doing in the #UK…,FALSE,0,NA,3/5/19 11:20,TRUE,NA,1.10E+18,NA,"<a href=\https://twittimer.com\"" rel=\""nofollow\"">Twittimer</a>""",BreathSpec,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
73,Reasons Why Cold &amp; Flu Won't Go Away. . . . . #knowledgetoshare #nirogdarpan #cold #flu #influenza #handwash…,FALSE,0,NA,3/5/19 10:11,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",nirog_darpan,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
74,Initiatives to increase #influenza #vaccination uptake among patients with #COPD could reduce #hospitalization and…,FALSE,2,NA,3/5/19 9:01,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",drive_eu,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
75,"@gallus_pallas No, how protected you are from any #H3N2 virus depends on the #Antigenic distance from the infection…",FALSE,0,gallus_pallas,3/5/19 3:29,TRUE,1.10E+18,1.10E+18,133415705,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Potrblog,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
76,Vaccines Against #measles And Other Diseases Confer Added Protections. Vaccination with a weakened strain of…,FALSE,7,NA,3/5/19 2:53,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",MicrobesInfect,4,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
77,Early administration of oseltamivir reduces mortality by ~30% in severely ill patients with influenza A/H3N2 but do…,FALSE,2,NA,3/5/19 2:37,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",thelimbicresp,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
78,We all got #flushots but preschool germs will get you every time..Mia has the flu and we are prophylacting. I serio…,FALSE,0,NA,3/5/19 1:06,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",micheleneskey,0,FALSE,FALSE,-79.8455,32.8232,,,,,,,,,,,,,,,,,
79,"Influenza (Flu) Most people who get the flu recover completely in 1 to 2 weeks, but some people develop serious an…",FALSE,0,NA,3/5/19 0:00,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",LocalHealthPha1,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
81,The flu is spreading across America a little later this season. #flu #influenza #vaccine via @business,FALSE,0,NA,3/4/19 23:17,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",DrZoroufy,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
82,I’m going outside like this. Dgaf. I’m sickly 🖕🏼✌🏼. #influenza,FALSE,0,NA,3/4/19 22:56,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",onpage11,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
83,Are you avoiding getting the #FluShot because you’ve heard the vaccine can be dangerous and cause side effects? Her…,FALSE,3,NA,3/4/19 22:56,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",bcbssc,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
84,The #CDC says the milder strain of #influenza that had been nailing people from just after Thanksgiving through ear…,FALSE,0,NA,3/4/19 22:54,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",eDocAmerica,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
85,"Subscribe to our new @YouTube channel, which includes our full set of #influenza webinars from prominent researcher…",FALSE,2,NA,3/4/19 22:18,TRUE,NA,1.10E+18,NA,"<a href=\https://ads-api.twitter.com\"" rel=\""nofollow\"">Twitter Ads Composer</a>""",HumanVacProject,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
86,SAVE THE DATE: ID Epi Seminar Series 2019: Adam Lauring from @UMich will be presenting Mar 7th! We look forward to…,FALSE,3,NA,3/4/19 22:10,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",CCDD_HSPH,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
87,Researcher Bao-Zhong Wang is fighting #influenza #TheStateWay. He's received a $3.86 million federal grant to devel…,FALSE,1,NA,3/4/19 22:00,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",GSU_Research,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
88,"How can you tell if you have a cold or the flu? Check out this infographic to see which symptoms you have, and if y…",FALSE,0,NA,3/4/19 21:23,TRUE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",FQHealth,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
89,"Don't miss tomorrow's noon book talk! Dr. Jeremy Brown of @NIH will discuss the history of the #flu virus, the Grea…",FALSE,13,NA,3/4/19 20:45,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",USNatArchives,7,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
90,"New report in @CDCMMWR says the 2018-2019 US #flu season has led to as many as 186,000 hospitalizations and 15,900…",FALSE,0,NA,3/4/19 20:32,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",Contagion_Live,4,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
91,"The sun must have felt good on my kiddos face. Feeling well enough to be at the doctor's office, he fell asleep si…",FALSE,0,NA,3/4/19 19:27,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",SerinaLeistritz,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,
